,sobject_id
970,140310002701130
971,140310002701144
972,140310002701161
973,140310002701163
974,140310002701166
975,140310002701174
976,140310002701337
977,140310003301046
978,140310003301096
979,140310003301178
980,140310003301202
981,140310003301207
982,140310003301208
983,140310003301209
984,140310003301216
985,140310003301217
986,140310003301220
987,140310003301221
988,140310003301224
989,140310003301228
990,140310003301230
991,140310003301249
992,140310003801052
993,140310003801143
994,140310003801157
995,140310003801201
996,140310003801205
997,140310003801212
998,140310003801216
999,140310003801217
1000,140310003801219
1001,140310003801221
1002,140310003801229
1003,140310003801238
1004,140310003801240
1005,140310003801248
1006,140310003801260
1007,140310003801272
1008,140310003801278
1009,140310003801294
1010,140310004301055
1011,140310004301085
1012,140310004301133
1013,140310004301137
1014,140310004301140
1015,140310004301141
1016,140310004301145
1017,140310004301146
1018,140310004301149
1019,140310004301151
1020,140310004301152
1021,140310004301157
1022,140310004301158
1023,140310004301159
1024,140310004301163
1025,140310004301164
1026,140310004301165
1027,140310004301167
1028,140310004301170
1029,140310004301174
1030,140310004301176
1031,140310004301177
1032,140310004301178
1033,140310004301181
1034,140310004301184
1035,140310004301185
1036,140310004301186
1037,140310004301187
1038,140310004301190
1039,140310004301191
1040,140310004301192
1041,140310004301193
1042,140310004301194
1043,140310004301195
1044,140310004301197
1045,140310004301213
1046,140310004301218
1047,140310004301223
1048,140310004301227
1049,140310004301229
1050,140310004301232
1051,140310004301236
1052,140310004301261
1053,140310004301270
1054,140310004301273
1055,140310004301274
1056,140310004301276
1057,140310004301290
1058,140310004701011
1059,140310004701012
1060,140310004701014
1061,140310004701015
1062,140310004701022
1063,140310004701025
1064,140310004701032
1065,140310004701037
1066,140310004701040
1067,140310004701046
1068,140310004701047
1069,140310004701049
1070,140310004701055
1071,140310004701056
1072,140310004701059
1073,140310004701074
1074,140310004701151
1075,140310004701153
1076,140310004701157
1077,140310004701159
1078,140310004701161
1079,140310004701164
1080,140310004701165
1081,140310004701166
1082,140310004701169
1083,140310004701171
1084,140310004701172
1085,140310004701177
1086,140310004701178
1087,140310004701179
1088,140310004701180
1089,140310004701183
1090,140310004701186
1091,140310004701187
1092,140310004701190
1093,140310004701191
1094,140310004701193
1095,140310004701194
1096,140310004701195
1097,140310004701196
1098,140310004701197
1099,140310004701248
1100,140311005601007
1101,140311005601009
1102,140311005601011
1103,140311005601014
1104,140311005601015
1105,140311005601025
1106,140311005601027
1107,140311005601030
1108,140311005601033
1109,140311005601036
1110,140311005601041
1111,140311005601045
1112,140311005601051
1113,140311005601053
1114,140311005601054
1115,140311005601056
1116,140311005601058
1117,140311005601061
1118,140311005601063
1119,140311005601067
1120,140311005601075
1121,140311005601076
1122,140311005601081
1123,140311005601083
1124,140311005601085
1125,140311005601086
1126,140311005601087
1127,140311005601088
1128,140311005601090
1129,140311005601105
1130,140311005601122
1131,140311005601161
1132,140311005601178
1133,140311005601194
1134,140311005601212
1135,140311005601214
1136,140311005601219
1137,140311005601225
1138,140311005601235
1139,140311005601255
1140,140311005601261
1141,140311005601273
1142,140311005601274
1143,140311005601278
1144,140311005601280
1145,140311005601288
1146,140311005601291
1147,140311005601310
1148,140311005601330
1149,140311005601351
1150,140311005601355
1151,140311005601357
1152,140311005601363
1153,140311005601367
1154,140311005601368
1155,140311005601369
1156,140311005601373
1157,140311005601376
1158,140311005601377
1159,140311005601395
1160,140311006101034
1161,140311006101035
1162,140311006101052
1163,140311006101055
1164,140311006101074
1165,140311006101167
1166,140311006101169
1167,140311006101188
1168,140311006601168
1169,140311006601170
1170,140311006601184
1171,140311006601185
1172,140311006601302
1173,140311007101034
1174,140311007101037
1175,140311007101111
1176,140311007101151
1177,140311007601048
1178,140311007601121
1179,140311007601124
1180,140311007601128
1181,140311007601129
1182,140311007601145
1183,140311007601171
1184,140311007601186
1185,140311007601218
1186,140311007601301
1187,140311007601365
1188,140311007601366
1189,140311008101019
1190,140311008101034
1191,140311008101055
1192,140311008101077
1193,140311008101154
1194,140311008101167
1195,140311008101378
1196,140311008101381
1197,140311008101386
1198,140311008701059
1199,140311008701087
1200,140311008701118
1201,140311008701122
1202,140311008701127
1203,140311008701134
1204,140311008701285
1205,140311008701294
1206,140311009101086
1207,140311009101167
1208,140311009101222
1209,140311009101352
1210,140312001701127
1211,140312001701146
1212,140312001701155
1213,140312001701166
1214,140312001701197
1215,140312001701359
1216,140312002701135
1217,140312002701137
1218,140312002701168
1219,140312002701371
1220,140312002701377
1221,140312002701378
1222,140312003001040
1223,140312003001208
1224,140312003501198
1225,140312003501219
1226,140312004001189
1227,140312004001201
1228,140312004501053
1229,140312004501116
1230,140312004501190
1231,140312004501220
1232,140312004501248
1233,140313003601002
1234,140313003601056
1235,140313003601082
1236,140313003601091
1237,140313003601276
1238,140313003601280
1239,140313004101127
1240,140313004101153
1241,140313004101196
1242,140313004101322
1243,140313004401006
1244,140313004701127
1245,140313004701140
1246,140313004701182
1247,140313004701209
1248,140313004701285
1249,140313004701399
1250,140313005201002
1251,140313005201064
1252,140313005201246
1253,140313005201303
1254,140314002601032
1255,140314002601055
1256,140314002601121
1257,140314002601124
1258,140314002601143
1259,140314002601156
1260,140314003201105
1261,140314003201132
1262,140314003201137
1263,140314003201255
1264,140314003201372
1265,140314003201378
1266,140314003601055
1267,140314003601136
1268,140314003601380
1269,140314004001105
1270,140314004001152
1271,140314004001153
1272,140314004001178
1273,140314004001196
1274,140314004401002
1275,140314004401031
1276,140314004401052
1277,140314004401246
1278,140314004401343
1279,140314004401364
1280,140314005201005
1281,140314005201011
1282,140314005201019
1283,140314005201036
1284,140314005201045
1285,140314005201057
1286,140314005201073
1287,140314005201120
1288,140314005201125
1289,140314005201128
1290,140314005201151
1291,140314005201163
1292,140314005201168
1293,140314005201177
1294,140314005201228
1295,140314005201231
1296,140314005201259
1297,140314005201279
1298,140314005201291
1299,140314005201305
1300,140314005201353
1301,140314005201392
1302,140314005201393
1303,140315001701130
1304,140315001701280
1305,140315001701313
1306,140315001701356
1307,140315002101006
1308,140315002501005
1309,140315002501011
1310,140315002501045
1311,140315002501057
1312,140315002501073
1313,140315002501120
1314,140315002501126
1315,140315002501128
1316,140315002501129
1317,140315002501151
1318,140315002501155
1319,140315002501163
1320,140315002501175
1321,140315002501177
1322,140315002501209
1323,140315002501210
1324,140315002501231
1325,140315002501259
1326,140315002501279
1327,140315002501291
1328,140315002501305
1329,140315002501353
1330,140315002501392
1331,140316001801002
1332,140316001801055
1333,140316001801056
1334,140316001801072
1335,140316001801141
1336,140316001801161
1337,140316001801348
1338,140316001801356
1339,140316002301003
1340,140316002301129
1341,140316002301156
1342,140316002301184
1343,140316002301219
1344,140316002301234
1345,140316002301247
1346,140316002301271
1347,140316002301276
1348,140316002301360
1349,140316002801002
1350,140316002801034
1351,140316002801037
1352,140316002801055
1353,140316002801103
1354,140316002801276
1355,140316002801306
1356,140316002801327
1357,140316002801357
1358,140316002801364
1359,140316002801368
1360,140316002801385
1361,140316003301007
1362,140316003301104
1363,140316003301127
1364,140316003301139
1365,140316003301216
1366,140316003301265
1367,140316003301313
1368,140316003301356
1369,140316003301389
1370,140316003801006
1371,140316003801037
1372,140316003801214
1373,140316003801279
1374,140316003801373
1375,140316004201005
1376,140316004201011
1377,140316004201019
1378,140316004201036
1379,140316004201045
1380,140316004201057
1381,140316004201073
1382,140316004201120
1383,140316004201129
1384,140316004201151
1385,140316004201163
1386,140316004201175
1387,140316004201177
1388,140316004201209
1389,140316004201210
1390,140316004201228
1391,140316004201231
1392,140316004201259
1393,140316004201279
1394,140316004201291
1395,140316004201305
1396,140316004201353
1397,140316004201389
1398,140316004201392
1399,140316004201393
1400,140316004601001
1401,140316004601006
1402,140316004601049
1403,140316004601055
1404,140316004601056
1405,140316004601122
1406,140316004601143
1407,140316004601145
1408,140316004601167
1409,140316004601189
1410,140316004601251
1411,140316004601388
1412,140316005101129
1413,140316005101139
1414,140316005101185
1415,140316005101205
1416,140316005601011
1417,140316005601086
1418,140316005601108
1419,140316005601180
1420,140316005601192
1421,140316005601212
1422,140316005601223
1423,140316005601228
1424,140316005601235
1425,140316005601263
1426,140316005601274
1427,140316005601295
1428,140316005601305
1429,140316005601338
1430,140316005601343
1431,140316005601366
1432,140316005601372
1433,140316005601383
1434,140409001401014
1435,140409001401310
1436,140409002001052
1437,140409002001097
1438,140409002001104
1439,140409002001174
1440,140409002001186
1441,140409002001192
1442,140409002001214
1443,140409002001383
1444,140409002001386
1445,140409002501045
1446,140409002501080
1447,140409002501112
1448,140409002501116
1449,140409002501180
1450,140409002501196
1451,140409002501209
1452,140409002501231
1453,140409002501237
1454,140409002501261
1455,140409002501263
1456,140409002501266
1457,140409002501276
1458,140409002501289
1459,140409002501309
1460,140409003001045
1461,140409003001125
1462,140409003001133
1463,140409003001135
1464,140409003001151
1465,140409003001170
1466,140409003001182
1467,140409003601006
1468,140409003601030
1469,140409003601095
1470,140409003601126
1471,140409003601133
1472,140409003601174
1473,140409003601179
1474,140409003601190
1475,140409003601201
1476,140409003601203
1477,140409003601207
1478,140409003601210
1479,140409003601228
1480,140409003601246
1481,140412000201031
1482,140412000201112
1483,140412000201186
1484,140412000201205
1485,140412000201227
1486,140412000201363
1487,140412000201395
1488,140412000901067
1489,140412000901106
1490,140412000901121
1491,140412000901189
1492,140412000901280
1493,140412000901384
1494,140412000901388
1495,140412001201122
1496,140412001201146
1497,140412001201153
1498,140412001201159
1499,140412001201177
1500,140412001201180
1501,140412001201217
1502,140412001201305
1503,140412001701092
1504,140412001701180
1505,140412001701215
1506,140412001701289
1507,140412001701310
1508,140412001701318
1509,140412001701396
1510,140412002201035
1511,140412002201055
1512,140412002201062
1513,140412002201092
1514,140412002201156
1515,140412002201169
1516,140412002201189
1517,140412002201190
1518,140412002201201
1519,140412002201384
1520,140412002801043
1521,140412002801092
1522,140412002801120
1523,140412002801223
1524,140412002801227
1525,140412002801309
1526,140412002801387
1527,140413002201068
1528,140413002201077
1529,140413002201086
1530,140413002201191
1531,140413002201236
1532,140413002201266
1533,140413002201386
1534,140413002701040
1535,140413002701132
1536,140413002701193
1537,140413002701283
1538,140413002701324
1539,140413002701340
1540,140413002701393
1541,140413003201005
1542,140413003201009
1543,140413003201134
1544,140413003201159
1545,140413003201181
1546,140413003201190
1547,140413003201193
1548,140413003201219
1549,140413003201288
1550,140413003201344
1551,140413003701135
1552,140413003701248
1553,140413003701290
1554,140413003701328
1555,140413004401010
1556,140413004401044
1557,140413004401049
1558,140413004401156
1559,140413004401165
1560,140413004401220
1561,140413004401253
1562,140413004401320
1563,140413004401344
1564,140413004901016
1565,140413004901046
1566,140413004901072
1567,140413004901153
1568,140413004901159
1569,140413004901294
1570,140413004901308
1571,140413004901313
1572,140413004901314
1573,140413004901319
1574,140413004901320
1575,140413004901327
1576,140413004901328
1577,140413004901329
1578,140413004901332
1579,140413004901333
1580,140413004901336
1581,140413004901342
1582,140413004901343
1583,140413004901344
1584,140413004901352
1585,140413004901362
1586,140413004901379
1587,140413004901382
1588,140413004901383
1589,140413004901387
1590,140413004901395
1591,140413005401025
1592,140413005401059
1593,140413005401159
1594,140413005401169
1595,140413005401312
1596,140413005901318
1597,140414002001134
1598,140414002001162
1599,140414002001170
1600,140414002001172
1601,140414002001243
1602,140414002001356
1603,140414002001367
1604,140414002601229
1605,140414003101096
1606,140414003101254
1607,140414003101387
1608,140414003101391
1609,140414004101088
1610,140414004101170
1611,140414004101180
1612,140414004101296
1613,140414004601005
1614,140414004601043
1615,140414004601106
1616,140414004601160
1617,140414004601163
1618,140414004601172
1619,140414004601196
1620,140414004601210
1621,140414004601223
1622,140414004601225
1623,140414004601237
1624,140414004601240
1625,140414004601242
1626,140414004601248
1627,140414004601252
1628,140414004601257
1629,140414004601265
1630,140414004601268
1631,140414004601270
1632,140414004601272
1633,140414004601278
1634,140414004601296
1635,140414004601322
1636,140414005101087
1637,140414005101158
1638,140414005101214
1639,140414005101244
1640,140414005101253
1641,140414005101257
1642,140414005101270
1643,140414005101276
1644,140414005101284
1645,140414005101301
1646,140414005101310
1647,140414005101333
1648,140415002101032
1649,140415002101048
1650,140415002101057
1651,140415002101076
1652,140415002101087
1653,140415002101366
1654,140415002401109
1655,140415002401377
1656,140607000701129
1657,140607000701237
1658,140607000701243
1659,140607001401137
1660,140607001401209
1661,140607001401322
1662,140607001401330
1663,140607001401337
1664,140607001401365
